SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
100713,1,Cash loans,F,N,Y,0,180000,755190,32125.5,675000,Unaccompanied,Working,Higher education,Married,House / apartment,0.025164,-12893,-290,-4688,-4746,,1,1,0,1,0,0,Accountants,2,2,2,WEDNESDAY,10,0,0,0,1,1,0,Industry: type 3,0.401069498,0.583649751,,0.167,0.0931,0.9886,0.8436,0.0347,0.12,0.1034,0.3333,0.375,0.0265,0.1362,0.1598,0,0,0.1702,0.0966,0.9886,0.8497,0.035,0.1208,0.1034,0.3333,0.375,0.0271,0.1488,0.1665,0,0,0.1686,0.0931,0.9886,0.8457,0.0349,0.12,0.1034,0.3333,0.375,0.0269,0.1385,0.1627,0,0,reg oper account,block of flats,0.1768,Block,No,6,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100714,1,Cash loans,F,N,Y,0,99000,548770.5,21892.5,490500,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.020713,-21818,365243,-12710,-511,,1,0,0,1,0,0,,2,3,2,SATURDAY,8,0,0,0,0,0,0,XNA,,0.48178878,0.834784159,0.1361,0.0636,0.9742,0.6464,0.0467,0,0.1034,0.1667,0.2083,0.0388,0.1101,0.0441,0.0039,0.0067,0.1387,0.066,0.9742,0.6602,0.0471,0,0.1034,0.1667,0.2083,0.0397,0.1203,0.046,0.0039,0.0071,0.1374,0.0636,0.9742,0.6511,0.047,0,0.1034,0.1667,0.2083,0.0395,0.112,0.0449,0.0039,0.0068,reg oper account,block of flats,0.0361,"Stone, brick",No,0,0,0,0,-366,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100715,0,Cash loans,M,Y,Y,0,126000,337500,13549.5,337500,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.026392,-19139,-10098,-277,-2334,18,1,1,1,1,0,0,Laborers,2,2,2,MONDAY,12,0,0,0,0,0,0,Industry: type 1,,0.002812303,0.209154699,0.0186,,0.9866,,,0,0.1034,0.0417,,0.3995,,0.0164,,0,0.0189,,0.9866,,,0,0.1034,0.0417,,0.4086,,0.0171,,0,0.0187,,0.9866,,,0,0.1034,0.0417,,0.4065,,0.0167,,0,,block of flats,0.0129,"Stone, brick",No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100716,0,Cash loans,F,Y,N,1,135000,761067,60259.5,657000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,With parents,0.018801,-11981,-2419,-5181,-3173,20,1,1,0,1,0,0,,3,2,2,SATURDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.464549663,0.318465818,0.729566691,0.0928,0.0884,0.9762,0.6736,0.0158,0,0.2069,0.1667,0.2083,0.0774,0.0756,0.0868,0,0,0.0945,0.091,0.9757,0.6798,0.0131,0,0.2069,0.1667,0.2083,0.0735,0.0826,0.0902,0,0,0.0937,0.0884,0.9762,0.678,0.0159,0,0.2069,0.1667,0.2083,0.0787,0.077,0.0883,0,0,reg oper spec account,block of flats,0.0681,Panel,No,1,0,1,0,-1604,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
100717,1,Cash loans,M,N,Y,0,135000,284400,13833,225000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.020246,-10800,-908,-4300,-3160,,1,1,1,1,0,1,High skill tech staff,2,3,3,FRIDAY,10,1,1,0,1,1,0,Security,0.548664478,0.223570415,,0.0206,,0.9935,0.9116,,0,0.069,0.1667,0.2083,0.0215,0.0168,0.0271,0,0,0.021,,0.9935,0.9151,,0,0.069,0.1667,0.2083,0.022,0.0184,0.0282,0,0,0.0208,,0.9935,0.9128,,0,0.069,0.1667,0.2083,0.0219,0.0171,0.0275,0,0,reg oper account,block of flats,0.0213,Panel,No,7,1,7,0,-636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100718,0,Cash loans,F,N,Y,2,234000,360000,26325,360000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.04622,-16297,-7481,-3500,-4909,,1,1,0,1,0,0,Laborers,4,1,1,THURSDAY,13,0,0,0,0,0,0,Housing,0.758941466,0.700700252,0.329655054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100719,0,Cash loans,F,Y,Y,0,292500,746280,59094,675000,Family,Working,Higher education,Married,House / apartment,0.04622,-12309,-1053,-146,-3807,7,1,1,0,1,0,0,Medicine staff,2,1,1,MONDAY,14,0,0,0,0,0,0,Self-employed,0.472563833,0.769467158,,0.0052,0,0.9508,0.3268,0.001,0,0.0345,0.0417,0.0833,,0.0042,0.0058,0,0,0.0053,0,0.9508,0.3532,0.001,0,0.0345,0.0417,0.0833,,0.0046,0.006,0,0,0.0052,0,0.9508,0.3358,0.001,0,0.0345,0.0417,0.0833,,0.0043,0.0059,0,0,reg oper account,block of flats,0.0045,"Stone, brick",No,5,0,5,0,-1084,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
100720,0,Cash loans,F,N,Y,1,90000,135000,14305.5,135000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-8993,-152,-1786,-1674,,1,1,1,1,0,0,Medicine staff,3,2,2,THURSDAY,11,0,0,0,1,1,0,Medicine,,0.248897272,0.581483706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-602,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100721,0,Cash loans,F,Y,Y,1,216000,868500,25393.5,868500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.01452,-19605,365243,-6693,-3030,3,1,0,0,1,0,0,,3,2,2,TUESDAY,9,0,0,0,0,0,0,XNA,0.723601153,0.543631259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100722,0,Cash loans,M,Y,Y,0,540000,545040,26640,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-16194,-1321,-8752,-4617,0,1,1,1,1,0,1,,2,2,2,FRIDAY,13,0,0,0,0,0,0,Agriculture,0.647139747,0.681053141,0.528092751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-2580,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100723,0,Cash loans,F,Y,N,1,202500,227520,18103.5,180000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.009657,-14239,-1387,-1748,-4819,4,1,1,0,1,0,0,Laborers,3,2,2,MONDAY,10,0,0,0,0,0,0,Transport: type 4,,0.393839981,,0.133,0.1555,0.9801,0.728,0.0582,0,0.2759,0.1667,0.2083,0.0953,0.1084,0.1495,0,0,0.1355,0.1614,0.9801,0.7387,0.0588,0,0.2759,0.1667,0.2083,0.0975,0.1185,0.1557,0,0,0.1343,0.1555,0.9801,0.7316,0.0586,0,0.2759,0.1667,0.2083,0.097,0.1103,0.1521,0,0,reg oper account,block of flats,0.1175,"Stone, brick",No,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100724,0,Cash loans,F,N,Y,2,112500,312768,16506,270000,Unaccompanied,Working,Incomplete higher,Civil marriage,House / apartment,0.00712,-14809,-1071,-8813,-3579,,1,1,0,1,0,0,Core staff,4,2,2,THURSDAY,15,0,0,0,0,0,0,Trade: type 3,0.557092435,0.606883805,0.141991543,0.2278,0.1516,0.9821,0.7552,,0.24,0.2069,0.3333,0.375,0.0914,0.1858,0.1318,0,0,0.2321,0.1574,0.9821,0.7648,,0.2417,0.2069,0.3333,0.375,0.0935,0.2029,0.1373,0,0,0.23,0.1516,0.9821,0.7585,,0.24,0.2069,0.3333,0.375,0.093,0.189,0.1342,0,0,reg oper spec account,block of flats,0.174,Panel,No,2,0,2,0,-611,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100725,0,Cash loans,F,Y,Y,1,112500,1223010,51948,1125000,Unaccompanied,Working,Higher education,Married,House / apartment,0.004849,-11487,-997,-4939,-2531,7,1,1,0,1,1,0,,3,2,2,WEDNESDAY,17,0,0,0,0,0,0,Business Entity Type 3,,0.62390459,0.810618022,0.1354,0.1109,0.9811,0.7416,0.0201,0.08,0.1838,0.2221,0.2638,0.1264,0.1104,0.0834,0,0,0.0735,0.0783,0.9811,0.7517,0.0095,0,0.2069,0.1667,0.2083,0.0854,0.0643,0.0471,0,0,0.1041,0.1065,0.9811,0.7451,0.0112,0,0.2069,0.1667,0.2083,0.0855,0.0855,0.065,0,0,reg oper spec account,block of flats,0.1703,Panel,No,1,0,1,0,-732,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100726,0,Cash loans,M,Y,N,0,202500,450000,17271,450000,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.025164,-10231,-747,-487,-2917,64,1,1,0,1,0,0,Drivers,2,2,2,SATURDAY,9,0,0,0,1,1,0,Business Entity Type 3,,0.062544755,0.313916677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-812,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100727,0,Cash loans,F,Y,Y,0,112500,284400,10345.5,225000,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.030755,-16914,-1386,-6802,-441,64,1,1,0,1,0,0,Sales staff,1,2,2,TUESDAY,11,0,0,0,0,1,1,Self-employed,0.536801331,0.67009277,0.646329898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
100728,0,Cash loans,F,N,N,0,112500,555273,16366.5,463500,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,With parents,0.030755,-17853,-3606,-6448,-1171,,1,1,0,1,0,0,Medicine staff,2,2,2,SATURDAY,14,0,0,0,0,0,0,Medicine,,0.159679234,0.524496446,0.0625,0.0569,0.9811,0.7416,0.0094,0,0.1262,0.1108,0.1525,0.0043,0.0269,0.0493,0,0.0073,0.0788,0,0.9796,0.7321,0,0,0.1724,0.1667,0.2083,0,0.0294,0.0095,0,0,0.0781,0.0847,0.9816,0.7518,0.0139,0,0.1724,0.1667,0.2083,0,0.0274,0.0698,0,0,reg oper account,block of flats,0.0618,Panel,No,4,0,4,0,-280,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
100730,0,Cash loans,F,N,Y,1,315000,1971072,62019,1800000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.032561,-16938,-1744,-3240,-496,,1,1,0,1,0,0,Accountants,3,1,1,MONDAY,15,0,0,0,0,0,0,Business Entity Type 1,0.855869984,0.783542939,0.627990819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-696,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
100731,0,Revolving loans,F,Y,Y,1,112500,270000,13500,270000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-13830,-1123,-3446,-5257,14,1,1,0,1,1,0,,3,2,2,FRIDAY,9,0,0,0,0,0,0,Business Entity Type 2,0.494845147,0.732271656,0.678567689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,6,0,-886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
100732,0,Cash loans,F,N,Y,0,225000,450000,22018.5,450000,Family,Working,Incomplete higher,Married,House / apartment,0.028663,-10230,-146,-193,-377,,1,1,1,1,1,0,Laborers,2,2,2,MONDAY,17,0,0,0,0,0,0,Services,,0.556926773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,-256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100733,0,Cash loans,F,N,N,0,157500,450000,20979,450000,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.006233,-14351,-4551,-3591,-4241,,1,1,0,1,1,0,Core staff,2,2,2,MONDAY,18,0,0,0,0,0,0,Insurance,0.097044216,0.673544817,0.32647521,0.066,0.004,0.9757,,,0,0.1379,0.1667,,0.046,,0.0512,,0.102,0.0672,0.0041,0.9757,,,0,0.1379,0.1667,,0.047,,0.0534,,0.108,0.0666,0.004,0.9757,,,0,0.1379,0.1667,,0.0468,,0.0521,,0.1041,,block of flats,0.0622,"Stone, brick",No,1,1,1,1,-188,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100734,0,Cash loans,F,Y,Y,1,157500,1218375,51750,1089000,Family,Working,Secondary / secondary special,Married,House / apartment,0.031329,-13879,-2930,-3439,-4395,4,1,1,0,1,1,1,High skill tech staff,3,2,2,THURSDAY,7,0,0,0,0,0,0,Industry: type 7,0.786499708,0.549695356,0.616121691,0.0619,0.0486,0.9767,,,0,0.1379,0.1667,,0.0545,,0.0521,,0.0475,0.063,0.0505,0.9767,,,0,0.1379,0.1667,,0.0558,,0.0543,,0.0503,0.0625,0.0486,0.9767,,,0,0.1379,0.1667,,0.0555,,0.053,,0.0485,,block of flats,0.0513,Block,No,5,0,5,0,-1760,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
100735,0,Cash loans,F,Y,Y,1,292500,720000,25636.5,720000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-14569,-7807,-2575,-2358,2,1,1,0,1,0,0,Medicine staff,3,2,2,TUESDAY,17,0,0,0,0,0,0,Medicine,0.465244543,0.626087936,0.479448981,0.1402,,0.9965,,,0.12,0.1034,0.375,,,,0.0746,,0.2248,0.1429,,0.9965,,,0.1208,0.1034,0.375,,,,0.0777,,0.2379,0.1416,,0.9965,,,0.12,0.1034,0.375,,,,0.0759,,0.2295,,block of flats,0.1075,Mixed,No,4,0,4,0,-1464,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
100736,0,Cash loans,M,Y,N,0,112500,1080000,34839,1080000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.011703,-20629,-3291,-7402,-4028,10,1,1,1,1,1,0,Laborers,2,2,2,THURSDAY,11,0,0,0,0,0,0,Housing,,0.698425234,0.457899551,0.2598,0.1403,0.9816,0.7484,0.0628,0.28,0.2414,0.3333,0.375,0.2233,0.2118,0.2756,0,0.0015,0.2647,0.1456,0.9816,0.7583,0.0634,0.282,0.2414,0.3333,0.375,0.2284,0.2314,0.2872,0,0.0015,0.2623,0.1403,0.9816,0.7518,0.0632,0.28,0.2414,0.3333,0.375,0.2272,0.2155,0.2806,0,0.0015,reg oper spec account,block of flats,0.2682,Panel,No,0,0,0,0,-544,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
100737,0,Cash loans,F,N,Y,0,112500,247275,17208,225000,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.035792,-24181,365243,-8064,-4427,,1,0,0,1,0,0,,1,2,2,FRIDAY,13,0,0,0,0,0,0,XNA,,0.620383264,0.821443313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,8,0,-1391,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
100738,0,Revolving loans,F,N,Y,2,135000,180000,9000,180000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246,-10939,-1849,-1052,-3189,,1,1,0,1,1,0,Laborers,4,3,3,FRIDAY,11,0,0,0,0,0,0,Self-employed,0.499739844,0.43519756,0.372333666,0.0392,0.135,0.9717,0.6124,0.0102,0,0.1724,0.0833,0.125,0.0234,0.0303,0.0522,0.0077,0.096,0.0399,0.1401,0.9717,0.6276,0.0102,0,0.1724,0.0833,0.125,0.024,0.0331,0.0544,0.0078,0.1016,0.0396,0.135,0.9717,0.6176,0.0102,0,0.1724,0.0833,0.125,0.0238,0.0308,0.0532,0.0078,0.098,reg oper account,block of flats,0.0564,"Stone, brick",No,2,0,2,0,-1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100739,0,Revolving loans,F,N,Y,2,216000,337500,16875,337500,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.04622,-10643,-219,-440,-3179,,1,1,0,1,1,0,Accountants,4,1,1,FRIDAY,18,1,1,0,0,0,0,Business Entity Type 3,0.467063735,0.729165015,0.736622698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100741,0,Cash loans,M,Y,Y,0,90000,284400,19134,225000,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,With parents,0.00712,-8685,-382,-7099,-1379,16,1,1,0,1,0,0,Low-skill Laborers,1,2,2,THURSDAY,12,0,0,0,1,1,0,Business Entity Type 3,,0.184788938,0.136800522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,11,0,-426,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
100742,0,Cash loans,F,N,Y,0,108000,390960,17352,337500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.01885,-20206,365243,-14116,-3378,,1,0,0,1,0,0,,2,2,2,TUESDAY,13,0,0,0,0,0,0,XNA,0.914346182,0.446241289,0.353987608,0.0619,,0.9682,,,0,0.1379,0.1667,,,,0.0471,,0.017,0.063,,0.9652,,,0,0.1379,0.1667,,,,0.049,,0.018,0.0625,,0.9682,,,0,0.1379,0.1667,,,,0.0479,,0.0174,,block of flats,0.0025,"Stone, brick",No,0,0,0,0,-31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
100743,0,Cash loans,F,N,Y,0,38250,47970,5166,45000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01885,-19989,-5858,-10339,-1562,,1,1,1,1,0,0,Laborers,2,2,2,THURSDAY,11,0,0,0,0,1,1,Business Entity Type 3,,0.622548994,0.785052026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-2038,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100746,0,Revolving loans,M,Y,Y,0,171000,495000,24750,495000,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.026392,-17806,365243,-3435,-1340,3,1,0,0,1,0,0,,2,2,2,SUNDAY,12,0,0,0,1,0,0,XNA,,0.73688477,0.570916542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
100748,0,Cash loans,F,Y,Y,1,103500,270000,14778,270000,"Spouse, partner",Working,Higher education,Married,House / apartment,0.035792,-16540,-337,-6043,-69,10,1,1,1,1,1,0,Sales staff,3,2,2,THURSDAY,15,0,0,0,0,0,0,Self-employed,,0.691802861,0.397946322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1614,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100749,0,Cash loans,F,N,N,0,171000,679500,19998,679500,Unaccompanied,Working,Higher education,Married,House / apartment,0.019689,-17016,-261,-1127,-543,,1,1,0,1,1,0,Sales staff,2,2,2,SUNDAY,17,0,0,0,0,0,0,Self-employed,0.736509544,0.679545482,0.282248434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1610,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
100750,0,Cash loans,F,N,Y,0,121500,472500,19993.5,472500,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.015221,-13432,-1369,-7281,-2979,,1,1,0,1,0,0,Laborers,2,2,2,SATURDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.551091486,0.493862882,0.1588,0,0.9767,0.6804,0.032,0,0.1034,0.1667,0.2083,0.138,0.1294,0.06,0,0,0.1618,0,0.9767,0.6929,0.0323,0,0.1034,0.1667,0.2083,0.1411,0.1414,0.0625,0,0,0.1603,0,0.9767,0.6847,0.0322,0,0.1034,0.1667,0.2083,0.1404,0.1317,0.0611,0,0,reg oper account,block of flats,0.0501,"Stone, brick",No,0,0,0,0,-1131,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
100755,0,Cash loans,F,N,Y,0,90000,107820,7420.5,90000,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.019689,-10598,-1023,-5012,-1639,,1,1,1,1,0,0,,2,2,2,FRIDAY,13,0,0,0,0,1,1,Business Entity Type 3,,0.157111093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100756,0,Cash loans,F,N,Y,0,202500,247675.5,25506,229500,Unaccompanied,Working,Higher education,Married,House / apartment,0.01885,-19361,-3266,-10867,-2647,,1,1,0,1,0,0,Core staff,2,2,2,FRIDAY,14,0,0,0,0,0,0,Government,,0.755053849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-3409,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100757,0,Cash loans,F,N,N,0,180000,675000,21906,675000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-18355,-1954,-6595,-1535,,1,1,1,1,0,0,Laborers,2,2,2,THURSDAY,8,0,0,0,0,0,0,Business Entity Type 3,,0.163187035,0.574446617,0.4113,0.2216,0.9866,0.8164,0.1551,0.4,0.3448,0.375,0.4167,0.1656,0.3345,0.4425,0.0039,0.0011,0.4191,0.2299,0.9866,0.8236,0.1565,0.4028,0.3448,0.375,0.4167,0.1694,0.3655,0.4611,0.0039,0.0012,0.4153,0.2216,0.9866,0.8189,0.1561,0.4,0.3448,0.375,0.4167,0.1685,0.3403,0.4505,0.0039,0.0011,not specified,block of flats,0.4331,Panel,No,3,0,3,0,-559,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
